ticker
AAPL
MSFT
GOOGL
GOOG
AMZN
NVDA
META
TSLA
BRK-B
UNH
JNJ
XOM
V
JPM
LLY
PG
MA
HD
CVX
MRK
ABBV
PEP
KO
BAC
PFE
WMT
MCD
COST
CSCO
TMO
AVGO
ACN
DIS
CRM
VZ
ADBE
CMCSA
NFLX
ABT
DHR
WFC
NKE
TXN
PM
ORCL
NEE
HON
UPS
AMD
LIN
BMY
RTX
GS
LOW
UNP
SBUX
QCOM
INTC
BLK
CAT
AMGN
IBM
DE
GE
BA
SPGI
T
NOW
GILD
MDLZ
ISRG
PYPL
C
TJX
ADP
SYK
AMT
CVS
MO
ZTS
SCHW
PLD
VRTX
REGN
CI
SO
DUK
FISV
MMC
AXP
ADI
TGT
PGR
CB
ETN
BDX
LMT
MMM
CL
COP
EOG
FDX
GM
MDT
MS
NEE
OXY
SLB
USB
