ticker
PETR4.SA
VALE3.SA
ITUB4.SA
BBDC4.SA
ABEV3.SA
B3SA3.SA
BBAS3.SA
WEGE3.SA
RENT3.SA
SUZB3.SA
MGLU3.SA
ITSA4.SA
ELET3.SA
BBSE3.SA
RADL3.SA
GGBR4.SA
RAIL3.SA
HAPV3.SA
BPAC11.SA
JBSS3.SA
